,신고번호,우범여부,핵심적발
1360,40352734,0,0
1361,64750762,0,0
1362,55796416,0,0
1363,78905750,0,0
1364,43286188,0,0
1365,72268991,0,0
1366,29246475,0,0
1367,22382329,0,0
1368,43172546,0,0
1369,53964957,0,0
1370,85809828,0,0
1371,18689385,0,0
1372,86951591,0,0
1373,21927038,0,0
1374,95414153,0,0
1375,27611245,0,0
1376,35378146,0,0
1377,41338534,1,1
1378,57397748,0,0
1379,82558817,0,0
1380,94271649,0,0
1381,70842982,0,0
1382,99086334,0,0
1383,50401462,1,2
1384,55853543,1,2
1385,68159372,0,0
1386,49863154,0,0
1387,70744408,0,0
1388,89005964,0,0
1389,42718753,0,0
1390,40975395,0,0
1391,57313731,0,0
1392,42947183,0,0
1393,48045791,0,0
1394,73054745,0,0
1395,72022685,1,2
1396,83506268,0,0
1397,25758461,0,0
1398,70071958,0,0
1399,73924002,1,2
1400,25194588,0,0
1401,93849213,0,0
1402,87415871,0,0
1403,29669698,0,0
1404,47826499,0,0
1405,91133914,0,0
1406,42593299,0,0
1407,89705340,0,0
1408,54011517,0,0
1409,92497883,0,0
1410,81921302,0,0
1411,11051799,0,0
1412,97383550,1,2
1413,46243226,0,0
1414,43521836,0,0
1415,78919667,0,0
1416,25211562,0,0
1417,73325267,0,0
1418,36235704,0,0
1419,43857272,0,0
1420,29549650,0,0
1421,86637714,0,0
1422,43830271,0,0
1423,54694628,0,0
1424,35181050,0,0
1425,85703288,0,0
1426,58666888,0,0
1427,53386308,0,0
1428,13274122,0,0
1429,37530290,0,0
1430,89780665,0,0
1431,17043632,0,0
1432,14673655,0,0
1433,23428942,0,0
1434,98644974,0,0
1435,68311676,0,0
1436,99408501,0,0
1437,70453682,0,0
1438,11011442,1,2
1439,50938637,0,0
1440,38105136,0,0
1441,48301502,0,0
1442,81417885,0,0
1443,11547639,1,1
1444,12205616,0,0
1445,87368206,0,0
1446,64948866,0,0
1447,92814862,0,0
1448,19401308,0,0
1449,15568162,0,0
1450,80810040,0,0
1451,92980015,1,2
1452,94368630,0,0
1453,86813809,0,0
1454,48174271,0,0
1455,53416466,0,0
1456,40221837,0,0
1457,66544626,0,0
1458,55577963,0,0
1459,40033789,0,0
1460,32735574,0,0
1461,35449140,0,0
1462,12381731,1,2
1463,17866901,0,0
1464,54082819,0,0
1465,58662821,1,1
1466,66696883,0,0
1467,61586081,0,0
1468,14433032,0,0
1469,31009299,0,0
1470,28874338,0,0
1471,26784647,0,0
1472,53681884,0,0
1473,62091158,0,0
1474,94688482,0,0
1475,84270957,0,0
1476,95816238,1,1
1477,83991560,0,0
1478,10621911,0,0
1479,73722628,0,0
1480,18118283,0,0
1481,60879244,0,0
1482,48574677,0,0
1483,50718645,0,0
1484,61828764,0,0
1485,92832623,0,0
1486,88539208,0,0
1487,51415717,0,0
1488,88500968,0,0
1489,69991121,0,0
1490,54681421,0,0
1491,26530845,0,0
1492,85915116,0,0
1493,86458045,0,0
1494,62552632,0,0
1495,90322227,0,0
1496,90412792,0,0
1497,86352628,0,0
1498,42906192,0,0
1499,79877671,0,0
1500,21732688,0,0
1501,25318425,0,0
1502,29218972,0,0
1503,39292578,0,0
1504,23428554,0,0
1505,28178307,0,0
1506,89485250,0,0
1507,85168544,1,2
1508,17918235,1,2
1509,29702674,0,0
1510,59612909,0,0
1511,54765309,0,0
1512,12192411,1,2
1513,95425522,0,0
1514,90639978,0,0
1515,71727966,0,0
1516,51342685,1,2
1517,17743335,0,0
1518,47927853,0,0
1519,81584315,0,0
1520,27756992,0,0
1521,24205073,0,0
1522,15873126,1,1
1523,91573184,0,0
1524,58532174,0,0
1525,96981473,0,0
1526,58449029,0,0
1527,81558813,0,0
1528,50548115,0,0
1529,96827580,0,0
1530,56231116,0,0
1531,76657501,0,0
1532,99607380,0,0
1533,48287378,0,0
1534,70117131,0,0
1535,14111231,0,0
1536,95533850,0,0
1537,97813181,0,0
1538,69116815,0,0
1539,39473923,0,0
1540,54550664,0,0
1541,84062956,0,0
1542,64519474,0,0
1543,95778350,0,0
1544,72087276,0,0
1545,82903185,0,0
1546,12021571,0,0
1547,44874391,0,0
1548,10511196,0,0
1549,22153801,0,0
1550,70286064,0,0
1551,11676082,1,2
1552,24255480,0,0
1553,83333203,1,2
1554,68375997,0,0
1555,66116719,0,0
1556,38472444,0,0
1557,84750961,1,2
1558,45986621,0,0
1559,39220791,0,0
1560,85998135,0,0
1561,61673494,0,0
1562,32732627,1,1
1563,83262737,0,0
1564,82452621,0,0
1565,17613880,0,0
1566,41027057,0,0
1567,99410084,0,0
1568,39015877,0,0
1569,16827976,0,0
1570,69262597,0,0
1571,17167701,0,0
1572,31956034,0,0
1573,18339290,0,0
1574,52486501,0,0
1575,28556944,0,0
1576,64303245,1,2
1577,27394825,0,0
1578,43922229,1,2
1579,70941439,0,0
1580,90874648,0,0
1581,51776853,0,0
1582,42290121,0,0
1583,81850726,0,0
1584,17828880,0,0
1585,48475985,0,0
1586,24522130,0,0
1587,62391828,0,0
1588,77883260,1,2
1589,68873326,0,0
1590,78555261,0,0
1591,91184992,0,0
1592,62825238,1,2
1593,89013763,0,0
1594,56091244,0,0
1595,77250191,0,0
1596,14025194,0,0
1597,20560387,0,0
1598,39097925,1,2
1599,61417606,0,0
1600,12694081,0,0
1601,27625341,0,0
1602,70635969,0,0
1603,35094902,1,2
1604,77986594,0,0
1605,61368109,0,0
1606,19635051,0,0
1607,56369345,0,0
1608,99492817,1,2
1609,46763771,0,0
1610,19471520,0,0
1611,42283419,0,0
1612,40839716,0,0
1613,78700346,0,0
1614,28985486,0,0
1615,41986149,0,0
1616,60815950,0,0
1617,89389225,0,0
1618,98832485,0,0
1619,37366111,0,0
1620,66195495,0,0
1621,22034807,0,0
1622,29968395,1,2
1623,15935988,0,0
1624,80559825,0,0
1625,41898137,0,0
1626,45328636,0,0
1627,10667397,0,0
1628,85203465,0,0
1629,38433950,0,0
1630,59836105,0,0
1631,93862416,0,0
1632,70558747,0,0
1633,61684578,0,0
1634,73600205,0,0
1635,70424479,1,1
1636,39200065,0,0
1637,77660910,0,0
1638,71999759,0,0
1639,99417328,0,0
1640,15168000,0,0
1641,22959591,0,0
1642,67981642,0,0
1643,71853102,0,0
1644,82011127,0,0
1645,70469940,0,0
1646,77772998,0,0
1647,41803891,0,0
1648,74747133,0,0
1649,43818883,1,2
1650,63774030,0,0
1651,11890754,0,0
1652,17145111,0,0
1653,67456257,0,0
1654,98919764,1,2
1655,19228655,0,0
1656,25538072,0,0
1657,17683269,0,0
1658,62743991,0,0
1659,10665213,0,0
1660,61943686,0,0
1661,84329711,0,0
1662,92909232,0,0
1663,60829956,0,0
1664,75702037,0,0
1665,11768028,0,0
1666,80424251,0,0
1667,98762400,0,0
1668,89662043,0,0
1669,55300092,0,0
1670,51344059,0,0
1671,88093084,0,0
1672,87932165,0,0
1673,54209091,0,0
1674,11002687,0,0
1675,71090250,1,2
1676,73846144,0,0
1677,87164045,0,0
1678,84397945,0,0
1679,31117511,0,0
1680,56592467,0,0
1681,49105992,0,0
1682,41439368,0,0
1683,92903685,0,0
1684,56386039,0,0
1685,58079435,0,0
1686,34725992,1,2
1687,13158175,0,0
1688,54466926,0,0
1689,65420293,0,0
1690,76915356,0,0
1691,34486704,1,2
1692,62181839,0,0
1693,88494351,0,0
1694,59531240,0,0
1695,59777637,0,0
1696,58962218,0,0
1697,72081946,0,0
1698,50085850,1,2
1699,11799814,0,0
1700,91143049,0,0
1701,18640259,0,0
1702,70724400,0,0
1703,14119911,0,0
1704,50217757,0,0
1705,97729078,0,0
1706,65134269,0,0
1707,25590684,0,0
1708,81963662,0,0
1709,55481139,0,0
1710,89651920,0,0
1711,97340820,0,0
1712,86661776,0,0
1713,68408635,0,0
1714,81045204,0,0
1715,86434493,1,2
1716,24862681,1,2
1717,47291792,0,0
1718,11381418,1,2
1719,31838343,0,0
1720,69436633,0,0
1721,74974112,0,0
1722,50829963,0,0
1723,47250212,0,0
1724,36934062,0,0
1725,62994323,0,0
1726,66217717,0,0
1727,12844020,0,0
1728,41239439,0,0
1729,20576524,0,0
1730,38598797,0,0
1731,61943308,0,0
1732,88302924,0,0
1733,79498838,0,0
1734,34181088,0,0
1735,68308147,0,0
1736,29508010,0,0
1737,87544658,0,0
1738,82151830,0,0
1739,84689765,1,1
1740,60197860,0,0
1741,57210313,0,0
1742,26123281,0,0
1743,36334918,0,0
1744,20868654,0,0
1745,60387351,0,0
1746,64866516,0,0
1747,13998242,0,0
1748,52117593,0,0
1749,23098003,0,0
1750,54878809,0,0
1751,11920303,0,0
1752,81225300,0,0
1753,81677187,0,0
1754,50103490,0,0
1755,27165276,1,2
1756,22459880,0,0
1757,91474379,1,2
1758,84652648,0,0
1759,56701247,0,0
1760,63799968,0,0
1761,84052877,0,0
1762,93104068,0,0
1763,73640832,0,0
1764,27164137,0,0
1765,75919522,0,0
1766,89307644,0,0
1767,76777851,0,0
1768,47337509,0,0
1769,72455456,0,0
1770,54383233,1,2
1771,91183052,1,1
1772,61003227,0,0
1773,86030882,0,0
1774,64975917,0,0
1775,88198309,0,0
1776,73037069,0,0
1777,46395657,0,0
1778,97417462,1,2
1779,99044389,0,0
1780,26802089,0,0
1781,28157155,0,0
1782,27256370,0,0
1783,61105497,0,0
1784,38888740,0,0
1785,26136863,0,0
1786,36384286,0,0
1787,94208079,0,0
1788,32713769,0,0
1789,21360459,0,0
1790,78957907,0,0
1791,38626079,1,2
1792,69456226,0,0
1793,36318464,0,0
1794,37646527,0,0
1795,53421667,0,0
1796,10672360,0,0
1797,92206552,0,0
1798,41092233,0,0
1799,99136008,0,0
1800,52444140,0,0
1801,95414298,1,1
1802,96348671,0,0
1803,43280818,1,1
1804,93206935,0,0
1805,21290600,0,0
1806,97861727,0,0
1807,83200120,0,0
1808,18302645,0,0
1809,17561674,0,0
1810,47602905,0,0
1811,28776562,0,0
1812,27796746,0,0
1813,72138966,0,0
1814,63171383,0,0
1815,68648356,0,0
1816,34963022,0,0
1817,24952178,1,2
1818,66716595,0,0
1819,69743197,0,0
1820,57158935,0,0
1821,56504364,0,0
1822,66727863,0,0
1823,98770822,1,1
1824,51526012,0,0
1825,63297281,0,0
1826,68927886,0,0
1827,10548648,0,0
1828,19506343,0,0
1829,89936068,0,0
1830,60240688,0,0
1831,91663000,0,0
1832,32020550,0,0
1833,41708691,0,0
1834,66760827,0,0
1835,50326969,0,0
1836,35036980,0,0
1837,18611934,0,0
1838,78838603,1,2
1839,54227793,0,0
1840,90986598,0,0
1841,35045527,0,0
1842,35555262,0,0
1843,21497455,0,0
1844,59838438,1,2
1845,31390889,0,0
1846,24285611,0,0
1847,95899607,0,0
1848,70302162,0,0
1849,44695488,0,0
1850,91581298,0,0
1851,54936976,0,0
1852,63952924,0,0
1853,15176572,0,0
1854,87382850,1,1
1855,33290429,0,0
1856,91235075,0,0
1857,16197334,0,0
1858,36986145,0,0
1859,94432582,0,0
1860,39853981,0,0
1861,24488963,1,1
1862,19920192,1,2
1863,27727242,0,0
1864,90469667,0,0
1865,82546621,0,0
1866,23393441,0,0
1867,81408422,0,0
1868,56359922,0,0
1869,30281719,0,0
1870,86092696,0,0
1871,37542307,0,0
1872,74874596,0,0
1873,47293673,1,2
1874,42373027,0,0
1875,43893889,0,0
1876,70758514,0,0
1877,44528431,0,0
1878,58677650,0,0
1879,64275820,0,0
1880,79328009,0,0
1881,82644555,0,0
1882,78673635,0,0
1883,66055615,0,0
1884,67499858,0,0
1885,41469756,1,2
1886,86209029,0,0
1887,84299106,0,0
1888,67771940,0,0
1889,55347418,0,0
1890,97314607,0,0
1891,41929432,0,0
1892,67147284,1,2
1893,84933238,0,0
1894,16924258,0,0
1895,25798374,0,0
1896,49826121,0,0
1897,94010260,0,0
1898,89014725,0,0
1899,10140265,0,0
1900,29035537,0,0
1901,74348895,0,0
1902,19260216,0,0
1903,58747786,0,0
1904,36535357,0,0
1905,53213680,0,0
1906,47413042,0,0
1907,13424907,1,2
1908,10024483,0,0
1909,46384432,0,0
1910,54409934,0,0
1911,27206970,0,0
1912,55608821,0,0
1913,33313318,0,0
1914,22772245,0,0
1915,96294672,0,0
1916,84513441,0,0
1917,42465449,0,0
1918,69022206,0,0
1919,91808000,0,0
1920,14086303,0,0
1921,27109571,0,0
1922,33083199,1,2
1923,71405587,0,0
1924,38665212,0,0
1925,28066986,0,0
1926,98176732,0,0
1927,56209499,0,0
1928,79286169,0,0
1929,61603988,0,0
1930,88095564,0,0
1931,67121489,0,0
1932,55309360,1,2
1933,26343486,0,0
1934,28542762,0,0
1935,73708534,0,0
1936,72281241,0,0
1937,50586192,0,0
1938,99142944,0,0
1939,99249481,0,0
1940,75890011,0,0
1941,36050193,0,0
1942,18742177,0,0
1943,96738992,0,0
1944,80858010,1,1
1945,25764406,0,0
1946,19290601,0,0
1947,89998681,0,0
1948,24007371,0,0
1949,54452023,0,0
1950,53445655,0,0
1951,54942367,0,0
1952,24741186,0,0
1953,53875785,1,2
1954,81706922,0,0
1955,26624668,1,1
1956,58242562,0,0
1957,32725018,0,0
1958,49225502,0,0
1959,84591537,0,0
1960,69735429,0,0
1961,44180100,0,0
1962,40828422,0,0
1963,96817380,0,0
1964,94890432,0,0
1965,80232959,0,0
1966,50299949,0,0
1967,80615085,0,0
1968,91822100,0,0
1969,61957604,0,0
1970,16019221,0,0
1971,84700879,0,0
1972,63915129,0,0
1973,97419789,0,0
1974,97456692,0,0
1975,98311187,0,0
1976,28310129,0,0
1977,84362558,0,0
1978,69207581,0,0
1979,32080735,0,0
1980,72802363,0,0
1981,76155765,0,0
1982,27523857,0,0
1983,47362040,0,0
1984,58313615,0,0
1985,64709078,0,0
1986,65081902,0,0
1987,40741963,0,0
1988,43762736,0,0
1989,97462920,0,0
1990,22769652,0,0
1991,97395202,0,0
1992,75513910,0,0
1993,20272360,0,0
1994,12166873,1,2
1995,21682677,0,0
1996,81672713,0,0
1997,15660427,1,1
1998,99115735,1,2
1999,13728971,0,0
2000,31249612,0,0
2001,29990445,0,0
2002,19240191,1,2
2003,39230671,0,0
2004,61156751,0,0
2005,93915715,0,0
2006,91327917,0,0
2007,52389185,0,0
2008,68623920,0,0
2009,48335170,0,0
2010,10554965,0,0
2011,54754795,1,2
2012,77082884,0,0
2013,26673039,0,0
2014,38052426,0,0
2015,88820855,0,0
2016,54640284,0,0
2017,99907230,0,0
2018,12829240,1,1
2019,37167667,0,0
2020,10577828,0,0
2021,15788580,0,0
2022,98945800,0,0
2023,47782207,0,0
2024,20066580,0,0
2025,59315669,0,0
2026,70497104,0,0
2027,48251256,0,0
2028,34921311,0,0
2029,76128527,0,0
2030,81349661,0,0
2031,36816149,1,2
2032,42421985,0,0
2033,50103829,0,0
2034,69224081,0,0
2035,34238849,0,0
2036,72573815,0,0
2037,83849698,0,0
2038,96621771,0,0
2039,50726812,0,0
2040,90130469,0,0
2041,25804286,0,0
2042,68665607,0,0
2043,89972738,0,0
2044,16059815,0,0
2045,80055181,0,0
2046,31346321,0,0
2047,30924056,0,0
2048,90422171,0,0
2049,72359141,0,0
2050,39552145,0,0
2051,24445552,0,0
2052,36321002,0,0
2053,25597218,0,0
2054,32606535,0,0
2055,11628623,0,0
2056,10140397,0,0
2057,92095760,0,0
2058,61373027,0,0
2059,36686415,0,0
2060,87868323,1,2
2061,71575872,0,0
2062,69971960,0,0
2063,26597240,0,0
2064,72170276,0,0
2065,78548334,0,0
2066,31595556,0,0
2067,58411273,0,0
2068,25756430,0,0
2069,94037042,0,0
2070,96967705,0,0
2071,68507886,0,0
2072,87511070,0,0
2073,78385628,0,0
2074,35210265,0,0
2075,95929077,0,0
2076,98635749,0,0
2077,92045265,0,0
2078,24798720,0,0
2079,70909245,0,0
2080,63729178,0,0
2081,96119359,0,0
2082,92511810,0,0
2083,12064908,0,0
2084,69906550,0,0
2085,31017523,0,0
2086,13388746,0,0
2087,81681516,0,0
2088,42427131,1,2
2089,57762056,0,0
2090,11954679,0,0
2091,93043174,0,0
2092,11698848,0,0
2093,43113128,0,0
2094,49316373,0,0
2095,46109906,0,0
2096,60850855,0,0
2097,69594779,0,0
2098,86386271,0,0
2099,47363675,0,0
2100,78655028,0,0
2101,28167351,0,0
2102,91434240,0,0
2103,36063062,0,0
2104,47867402,0,0
2105,64905179,0,0
2106,68670473,0,0
2107,96379338,0,0
2108,82674138,0,0
2109,33970670,0,0
2110,14622504,0,0
2111,54525001,0,0
2112,80792546,0,0
2113,57640698,0,0
2114,71616931,0,0
2115,36469112,0,0
2116,34802776,0,0
2117,35923089,1,2
2118,65135182,1,2
2119,74457995,0,0
2120,41921816,0,0
2121,87640329,1,2
2122,41749498,0,0
2123,93525545,0,0
2124,64419154,0,0
2125,82289852,1,2
2126,20439153,0,0
2127,14356818,0,0
2128,14125135,0,0
2129,68194558,0,0
2130,27661353,0,0
2131,15742551,0,0
2132,73155000,0,0
2133,28090077,1,2
2134,14466742,1,2
2135,92052873,0,0
2136,40695542,0,0
2137,10587855,0,0
2138,42135928,0,0
2139,26078988,0,0
2140,70741591,0,0
2141,42788831,0,0
2142,27412502,0,0
2143,96899566,0,0
2144,90332236,0,0
2145,78674870,0,0
2146,77227945,0,0
2147,45469917,0,0
2148,76802101,0,0
2149,87952009,0,0
2150,72277963,0,0
2151,61413477,0,0
2152,98456973,0,0
2153,28794825,1,2
2154,82833579,0,0
2155,14550695,0,0
2156,18184756,0,0
2157,96791958,0,0
2158,86414960,0,0
2159,16072909,0,0
2160,53030199,1,1
2161,53496872,0,0
2162,56709601,0,0
2163,92969685,0,0
2164,59784532,0,0
2165,35900740,1,1
2166,58624463,0,0
2167,47353611,0,0
2168,42016644,0,0
2169,92238441,0,0
2170,78837829,0,0
2171,26756505,0,0
2172,80104842,0,0
2173,35185330,0,0
2174,52776217,0,0
2175,28810124,0,0
2176,77166947,0,0
2177,94768583,0,0
2178,22200467,1,2
2179,33024469,0,0
2180,81505748,0,0
2181,87951275,0,0
2182,80132384,0,0
2183,63287766,0,0
2184,29638193,0,0
2185,16240988,0,0
2186,58534902,0,0
2187,22961764,0,0
2188,61791870,0,0
2189,91994789,0,0
2190,90397318,0,0
2191,62967546,0,0
2192,52566089,0,0
2193,67886435,0,0
2194,42594714,0,0
2195,44121729,0,0
2196,32439332,0,0
2197,60408991,0,0
2198,23661753,1,2
2199,10143234,0,0
2200,85396030,0,0
2201,59887466,1,2
2202,65635391,0,0
2203,96281973,0,0
2204,31558569,0,0
2205,28761707,0,0
2206,52124052,0,0
2207,27509908,0,0
2208,21164918,0,0
2209,84465847,0,0
2210,75148614,0,0
2211,58749924,0,0
2212,66101164,0,0
2213,58257636,0,0
2214,49963334,0,0
2215,70576624,0,0
2216,95501663,0,0
2217,91001534,0,0
2218,24123895,0,0
2219,67053530,0,0
2220,19151705,0,0
2221,91706256,0,0
2222,85480124,0,0
2223,81572042,0,0
2224,11385160,0,0
2225,68356294,0,0
2226,19423460,0,0
2227,15946341,0,0
2228,77725914,0,0
2229,42843368,0,0
2230,72164145,0,0
2231,95574089,0,0
2232,86660328,0,0
2233,34753014,0,0
2234,33709876,0,0
2235,70350742,0,0
2236,61625722,0,0
2237,76019250,0,0
2238,53259594,0,0
2239,95423084,0,0
2240,57017118,0,0
2241,19037983,0,0
2242,43616719,0,0
2243,32858189,0,0
2244,95980167,0,0
2245,50148007,0,0
2246,32822570,0,0
2247,78907321,0,0
2248,75242633,0,0
2249,53552229,0,0
2250,51410483,0,0
2251,55198968,0,0
2252,92814971,0,0
2253,65940578,0,0
2254,88024039,1,2
2255,19811202,0,0
2256,88800800,0,0
2257,37200551,1,2
2258,30235159,0,0
2259,86391248,1,2
2260,64875612,0,0
2261,16300928,0,0
2262,33989174,0,0
2263,17875938,0,0
2264,64760335,0,0
2265,79777328,0,0
2266,10713374,0,0
2267,75213194,0,0
2268,89812960,0,0
2269,89605333,0,0
2270,18317290,0,0
2271,85441974,0,0
2272,64502268,0,0
2273,72509811,0,0
2274,38868825,1,2
2275,17316608,0,0
2276,65931205,0,0
2277,76715739,0,0
2278,71239905,0,0
2279,21994557,0,0
2280,55395658,0,0
2281,17331741,0,0
2282,76911689,0,0
2283,97477695,0,0
2284,13247435,0,0
2285,90165126,0,0
2286,78206139,1,2
2287,12000364,1,2
2288,87225856,0,0
2289,90140385,0,0
2290,78408793,0,0
2291,24752961,0,0
2292,36728160,0,0
2293,51439882,1,2
2294,32588349,0,0
2295,50580951,0,0
2296,88025914,0,0
2297,26422894,0,0
2298,69569315,0,0
2299,40935737,0,0
2300,93498928,0,0
2301,17012721,0,0
2302,23715243,0,0
2303,96185022,1,2
2304,26733426,0,0
2305,90148711,0,0
2306,51830644,0,0
2307,21630842,0,0
2308,32452573,0,0
2309,80271418,0,0
2310,18895333,0,0
2311,93770824,0,0
2312,77123978,0,0
2313,33335968,0,0
2314,96430122,0,0
2315,77587687,0,0
2316,71703085,0,0
2317,19760951,0,0
2318,83897926,0,0
2319,46186842,0,0
2320,45421831,0,0
2321,97474700,0,0
2322,15537572,0,0
2323,80779711,0,0
2324,15081117,1,2
2325,88326093,0,0
2326,80216202,0,0
2327,42274964,0,0
2328,46457180,0,0
2329,21226481,0,0
2330,22172570,0,0
2331,54290375,0,0
2332,92978073,0,0
2333,68524017,0,0
2334,27103365,0,0
2335,43447480,0,0
2336,11402331,0,0
2337,68075153,1,2
2338,28326762,1,2
2339,56226961,0,0
2340,45705834,1,2
2341,23515381,0,0
2342,74182618,0,0
2343,11464638,0,0
2344,44935380,1,2
2345,90886692,0,0
2346,41390527,0,0
2347,53362558,0,0
2348,90720962,0,0
2349,29613323,0,0
2350,85453303,0,0
2351,57001904,0,0
2352,32307273,0,0
2353,64964163,0,0
2354,24727601,0,0
2355,43448603,0,0
2356,67016112,0,0
2357,62225694,0,0
2358,38465161,0,0
2359,26449735,0,0
2360,87009913,0,0
2361,40164652,0,0
2362,69264734,0,0
2363,61659659,0,0
2364,33557134,0,0
2365,48461697,0,0
2366,40710824,0,0
2367,10636384,0,0
2368,32444740,0,0
2369,16064186,0,0
2370,35835692,0,0
2371,91425880,0,0
2372,60083492,0,0
2373,86991395,0,0
2374,18439678,0,0
2375,71552846,0,0
2376,80604231,0,0
2377,47364065,0,0
2378,48255712,0,0
2379,38886455,0,0
2380,81403352,1,2
2381,68683306,0,0
2382,74470204,0,0
2383,92933780,0,0
2384,85312732,0,0
2385,98038004,0,0
2386,71595743,0,0
2387,28887418,0,0
2388,16837853,0,0
2389,14292185,0,0
2390,83306394,0,0
2391,38693351,0,0
2392,55274556,0,0
2393,28141763,0,0
2394,34600606,0,0
2395,27808242,0,0
2396,54054725,0,0
2397,33294370,0,0
2398,18751415,0,0
2399,45625331,0,0
2400,66354034,0,0
2401,45958565,0,0
2402,15829373,0,0
2403,38587053,0,0
2404,61795497,0,0
2405,83425020,0,0
2406,23022122,0,0
2407,28519928,0,0
2408,60025753,0,0
2409,21049162,0,0
2410,79504045,0,0
2411,92817571,0,0
2412,82930438,1,2
2413,89017613,0,0
2414,20593349,1,2
2415,74848902,0,0
2416,94810739,0,0
2417,98120500,0,0
2418,90594019,0,0
2419,79239216,0,0
2420,49452933,0,0
2421,67188819,1,2
2422,89884412,0,0
2423,15965302,0,0
2424,17877417,1,2
2425,84319901,0,0
2426,52019783,0,0
2427,69624170,0,0
2428,27770032,0,0
2429,81024220,0,0
2430,79419292,0,0
2431,98267735,1,2
2432,63573337,0,0
2433,13055671,0,0
2434,36272254,1,1
2435,79634806,0,0
2436,60529945,0,0
2437,33045473,0,0
2438,44150819,0,0
2439,39476526,0,0
2440,94602239,0,0
2441,83234605,0,0
2442,83945261,0,0
2443,32966678,0,0
2444,31082963,0,0
2445,50378652,0,0
2446,61452735,1,1
2447,43426084,0,0
2448,32353280,0,0
2449,55418141,0,0
2450,91725653,0,0
2451,88967929,0,0
2452,43326981,0,0
2453,20825051,0,0
2454,98286139,0,0
2455,48131543,0,0
2456,56882416,0,0
2457,60272259,0,0
2458,94541813,1,2
2459,24470290,0,0
2460,97287689,1,2
2461,40445639,0,0
2462,44799619,0,0
2463,29629023,0,0
2464,74863702,0,0
2465,77262664,0,0
2466,56773785,0,0
2467,61551195,0,0
2468,91371415,0,0
2469,18175478,0,0
2470,96444893,0,0
2471,91119283,0,0
2472,95931403,0,0
2473,84035377,0,0
2474,71654187,0,0
2475,33318173,0,0
2476,82549112,1,2
2477,17381127,0,0
2478,45140965,0,0
2479,28599380,0,0
2480,56032381,0,0
2481,67105576,0,0
2482,38102886,0,0
2483,78828501,0,0
2484,72738911,0,0
2485,99192820,1,1
2486,96684961,0,0
2487,85308438,0,0
2488,59570673,0,0
2489,68650682,0,0
2490,96300632,0,0
2491,35249776,0,0
2492,69597043,0,0
2493,99445190,0,0
2494,43114474,0,0
2495,73159438,0,0
2496,26444526,0,0
2497,43792024,0,0
2498,83732951,0,0
2499,14014826,0,0
2500,54407828,0,0
2501,68265878,0,0
2502,59789692,0,0
2503,85897379,0,0
2504,74286278,0,0
2505,52614489,0,0
2506,53052936,0,0
2507,98855351,0,0
2508,65668843,1,2
2509,73856246,0,0
2510,54640171,0,0
2511,60465316,0,0
2512,50589653,0,0
2513,86208410,0,0
2514,11657179,0,0
2515,54943432,0,0
2516,39175676,0,0
2517,65366346,0,0
2518,65946688,1,2
2519,60686582,1,2
2520,71926924,0,0
2521,39512362,0,0
2522,99821135,0,0
2523,88567627,0,0
2524,83246620,0,0
2525,53465202,0,0
2526,29085194,0,0
2527,55458738,0,0
2528,59303935,0,0
2529,64063847,0,0
2530,49770823,0,0
2531,68153133,0,0
2532,43862119,0,0
2533,67255704,0,0
2534,86472604,0,0
2535,84749220,0,0
2536,15566663,0,0
2537,97330785,0,0
2538,30729155,0,0
2539,81768799,0,0
2540,34681826,0,0
2541,55824023,0,0
2542,60868823,0,0
2543,82682505,0,0
2544,40551528,0,0
2545,12712945,0,0
2546,98066996,1,2
2547,23456475,0,0
2548,48408105,1,2
2549,50027188,0,0
2550,25381811,0,0
2551,53917170,0,0
2552,85705126,0,0
2553,24027879,0,0
2554,66623403,0,0
2555,85918219,1,2
2556,28582784,1,2
2557,84244831,0,0
2558,91749699,0,0
2559,74871945,1,2
2560,61095898,0,0
2561,46517695,0,0
2562,31382571,0,0
2563,15069964,0,0
2564,31742956,0,0
2565,77764575,0,0
2566,66333681,0,0
2567,36857255,0,0
2568,61932002,0,0
2569,50307532,0,0
2570,32446418,1,2
2571,51530898,0,0
2572,78893253,0,0
2573,50773045,0,0
2574,23576073,0,0
2575,43660816,0,0
2576,77953753,0,0
2577,30142473,0,0
2578,67614422,0,0
2579,16641679,0,0
2580,99319942,0,0
2581,36697230,0,0
2582,64799260,0,0
2583,14188589,0,0
2584,57304888,0,0
2585,11770818,0,0
2586,74068827,0,0
2587,95513244,0,0
2588,46902159,0,0
2589,22641085,1,2
2590,24431338,0,0
2591,10378761,0,0
2592,48022301,0,0
2593,15084546,0,0
2594,35309783,0,0
2595,81219797,0,0
2596,38392826,0,0
2597,73695158,0,0
2598,64656242,0,0
2599,58979457,0,0
2600,44884602,0,0
2601,66774140,0,0
2602,60029597,0,0
2603,42377479,0,0
2604,13279227,0,0
2605,84142010,0,0
2606,26309641,0,0
2607,18858900,0,0
2608,70955794,0,0
2609,55290550,0,0
2610,43922734,1,2
2611,71088713,0,0
2612,22310638,0,0
2613,81994491,0,0
2614,42175710,0,0
2615,63449149,0,0
2616,71827490,1,1
2617,40648871,0,0
2618,36751564,0,0
2619,28533178,0,0
2620,25786060,0,0
2621,11925403,0,0
2622,89213600,0,0
2623,96015886,0,0
2624,35240427,0,0
2625,24580273,0,0
2626,31153582,0,0
2627,81322643,0,0
2628,48905489,0,0
2629,84636480,0,0
2630,19706618,0,0
